ClaimID,PolicyID,ClaimType,ClaimAmount,ClaimStatus,ClaimDate,AdjusterID
87d39922-d47c-48cf-9691-28220703e68d,10108,Theft,730.18,Paid,2024-07-21,29
e0da1641-0f71-4a1e-9405-a24c30ec644f,10099,Medical,105.33,Open,2022-12-29,27
e74ccd25-2be6-49b1-b071-7b16d662749b,10219,Medical,406.07,Closed,2021-06-25,23
aec7c73b-9f7d-4d8e-8647-a0f37be444a6,10921,Liability,1603.82,Paid,2025-04-23,31
911fc7c6-a028-434c-94bf-a22849581104,10891,Liability,915.27,In Review,2025-05-18,44
43bbe644-a909-44c1-abd6-3bc1b2a94645,10700,Accident,724.75,Paid,2025-04-26,5
0c5aaf05-df24-4615-a878-ba026ee5c7d0,10381,Theft,517.4,Paid,2023-07-17,21
22a583f7-38c4-461a-b72b-f9da67426d7f,10395,Fire,1059.95,Open,2025-04-19,5
c72ae6f8-9bd3-49d1-b9fb-ce227f563e2a,10146,Fire,156.49,Paid,2025-01-09,25
7e40b760-fd71-4722-910d-17f0e78e4cb5,10063,Accident,2368.48,In Review,2024-11-02,36
de7021aa-5dbd-48e7-85a8-75a2ecb3b797,10535,Theft,1938.54,Paid,2025-01-03,40
b6d99e9e-5f80-48cd-b3bd-d10a9dba38e5,10476,Medical,2884.07,In Review,2025-03-30,28
0d78a2f2-9061-4b8a-a40f-fa69de39bc63,10479,Accident,2166.94,In Review,2024-10-06,28
a560008f-8a3d-4950-a514-ec5b0bb43a84,10353,Accident,1528.9,Paid,2023-01-28,22
851e6615-e24c-475f-bbfe-9286efe92854,10413,Accident,401.93,Open,2025-01-30,27
13ac2793-60a3-4417-a7bb-0bed141fb3b2,10884,Liability,274.75,In Review,2021-11-11,47
831e2aa8-d52a-4efa-ba0f-908c253b6489,10618,Liability,692.26,Paid,2024-09-19,19
bbaa8883-2a78-484b-a11d-8c79c9a39cbc,10347,Fire,1624.93,Paid,2025-01-23,4
2de4453a-a9f7-40a7-b2c9-1b586f901108,10539,Medical,1255.74,Denied,2023-09-06,32
82accdd5-2f8a-47d9-a2ab-28403df44e18,10342,Accident,190.15,Paid,2024-11-19,1
249516a1-39d7-42db-9356-a28309aa120c,10159,Medical,589.51,Paid,2025-01-09,43
401eda97-0b08-4e2f-8795-b4b2d63c1da2,10040,Liability,471.18,Paid,2024-06-27,7
3c5dfd7d-ab22-447c-b148-34a69c3598ef,10031,Theft,1033.57,Paid,2024-12-12,41
c95c79e1-533e-46e4-b5fb-de0f8cbc71f9,10670,Fire,1004.39,Open,2025-03-07,31
408287ee-fb3a-4147-b0e9-a39c5cd661d0,10350,Theft,1519.2,Paid,2024-10-27,26
aefc27de-0438-4ebe-be27-c6673b413bfd,10302,Medical,211.81,Paid,2024-10-12,43
b5d6c2bb-7e16-4e33-a8b9-a239e67875ba,10011,Fire,48.1,Paid,2024-03-06,35
12ce75e1-ec68-4167-9945-feb613c4e466,10192,Medical,2124.49,Paid,2025-04-08,25
37f27757-1b4e-40f4-b0cb-48d2edf95ccc,10711,Fire,826.62,Paid,2023-06-15,3
52accfc2-5a52-48ef-8487-129c7b897e95,10627,Fire,963.64,Paid,2024-12-14,17
0916aa20-0633-470c-96ca-080e7292d0bb,10700,Accident,229.66,Closed,2025-05-07,37
3fc2911e-0399-46d5-a996-0713eb7cdda1,10582,Theft,2694.65,Paid,2022-09-06,45
d0a6be9c-cc33-4b73-8ac2-7f6748e69281,10934,Theft,734.67,Paid,2023-05-26,23
dfb581c5-60e7-4bde-ad50-ca84290ea1e1,10970,Liability,839.79,Paid,2025-01-06,49
9332b3fb-ac26-4528-a76a-f248b9cb778e,10540,Liability,181.0,Paid,2022-11-29,4
6e3fe53c-08b2-4007-a733-854ac125cce1,10004,Medical,1650.39,Closed,2024-03-11,27
8eab0652-2555-4a9c-af7f-4e4ebb77df44,10130,Liability,318.41,In Review,2024-02-06,31
aaa3634f-8125-4336-994b-f18a4c2b480a,10406,Liability,1829.58,Closed,2024-10-23,31
cea0345c-330b-46c8-a67a-8db6dfbe52f7,10574,Fire,1142.4,Paid,2023-04-27,46
8696eb94-85a2-4acf-b1d4-b8970e070e3f,10430,Theft,287.05,Denied,2021-09-24,34
c3f592d3-f4a7-4260-a052-355272486cf2,10013,Liability,2039.1,In Review,2022-08-30,40
724b9fde-fd90-4900-b2c2-ac64a9a5d607,10379,Accident,1711.7,Paid,2025-02-10,49
cab75569-bbc1-4731-9496-75fc86ef4876,10440,Medical,52.7,Paid,2024-10-12,11
fb9fa28c-c3f5-4bf9-b5b7-d06dbf6e428f,10770,Accident,790.96,Closed,2023-10-09,9
b52952de-4ae5-44c7-89f2-257dcfede74c,10107,Theft,1078.43,Paid,2023-05-31,44
928c2411-37aa-4ddb-bafb-1d22bb9bcafe,10265,Medical,1055.79,Paid,2024-12-16,41
710d9517-a3d8-4cfc-b87e-08ec15bc3d3f,10835,Accident,723.48,Closed,2025-03-10,17
6905edcb-5710-4307-9769-d03f8eb3e004,10987,Fire,1684.45,Open,2024-11-23,5
31899f0e-479e-4221-bce8-2c6bedb0b47f,10602,Theft,692.12,Paid,2025-05-11,26
9077616a-6b83-44d1-b1af-e201ed8b4e4a,10592,Liability,790.18,Paid,2025-06-04,18
c57c2663-88b8-4b4d-b4dd-9d24bdb32414,10883,Liability,52.14,Paid,2025-02-08,1
2f279819-1eb5-45fa-b77e-25590229218f,10723,Liability,290.07,Denied,2025-01-31,27
35e023c7-00b2-4dfa-a5d3-56ce9ccf4ed8,10144,Theft,505.75,Paid,2024-07-29,10
dad0cbaf-9d47-463e-830e-9d00c8580618,10041,Liability,516.32,Denied,2024-08-04,49
6f171bd9-8915-4793-91ec-4c69fbddf91b,10961,Theft,416.68,Open,2025-01-08,37
71047268-c43b-4130-b9b6-6d1efb5ab394,10367,Theft,1980.13,Closed,2024-12-14,35
2d462e24-fa61-48ac-b396-4891075ccd2f,10919,Fire,2107.57,Closed,2025-03-06,17
40a93cc2-8cd2-4496-a494-dcffca1427a7,10363,Medical,1216.16,In Review,2025-03-26,37
53f6e234-3765-45b6-8ca8-21ddedb984a8,10539,Liability,654.75,Paid,2024-04-18,12
0d5d1a9a-0294-4587-ba14-d190981f7671,10674,Fire,491.23,Paid,2022-11-24,40
61b49dbc-6fc7-43c5-915d-978e135d69ec,10876,Liability,167.09,In Review,2022-07-09,26
bcacb32a-d7dd-448a-b21a-83ae271201f3,10415,Theft,378.97,Paid,2025-01-29,22
2ee0308c-1d9a-4d8a-9963-0f8193fb0f42,10534,Accident,1468.87,Paid,2023-07-23,31
6ecf9eb4-7d22-4cd5-9ed0-a250096a5fa0,10509,Fire,2369.89,Closed,2024-10-25,2
c1df0143-27cd-43dc-82cf-bbbd9213c874,10264,Fire,423.97,Closed,2022-03-19,20
fc9cdd59-8a1a-483e-8748-310a81d71541,10279,Fire,1248.57,Paid,2024-10-09,32
73927354-3308-4be7-8bcb-deec8710c00d,10313,Theft,127.32,Open,2025-02-17,15
20466770-8169-4da4-b557-58d9726188fb,10886,Accident,224.83,Paid,2023-08-11,48
8987a6f7-088b-4abd-8917-86dacb274326,10017,Medical,449.95,Closed,2023-10-25,21
1492b9b7-924f-44a1-b854-b2a95d7086dd,10303,Fire,1405.32,In Review,2025-02-01,39
4f877355-7fc6-4e30-9d2c-787e7b246ffb,10487,Theft,376.61,Paid,2025-01-19,14
fd62412c-f8b2-4a76-8e68-c2248eb4cfa4,10088,Medical,422.86,In Review,2023-12-08,49
10191ab6-9acc-416f-a8f9-80157c9f1f5e,10414,Liability,495.91,Closed,2025-04-11,4
4f26183c-97ce-4acb-9780-c515db1bd023,10727,Liability,330.52,Closed,2024-08-16,5
cc8993f6-aada-440d-83dd-d383d98a9b30,10964,Fire,801.35,In Review,2025-01-07,26
b52d8701-b499-4f8e-b089-d52bdd03d1e6,10243,Accident,1937.81,Closed,2024-12-20,34
c8eb1cda-2ae1-4e20-963e-8f1c79c38e72,10295,Liability,85.08,Paid,2025-04-27,13
f3f44894-2cf6-4f5b-be53-41d7ae1ca77e,10265,Accident,520.71,Closed,2024-06-04,16
afdd63e3-4d20-4d70-91bf-4b92c294f742,10042,Theft,1515.03,Paid,2024-09-12,24
05a99908-c327-41cb-8a15-86a357edfcfa,10640,Accident,1016.97,Paid,2023-04-04,30
431a073a-d5f2-422c-9311-773759287955,10332,Liability,1387.3,Paid,2024-10-03,8
e387d6a7-eac9-47e3-92fc-b0d9d08928c1,10549,Theft,1623.52,Paid,2022-04-28,32
d77bbbc9-da36-4206-b309-a7d3d0bdfec9,10580,Liability,471.17,Paid,2021-12-31,31
4efcd984-2519-44ca-baa1-fffedc262797,10895,Liability,1837.91,Denied,2024-08-03,23
58d7a053-6b59-4737-bcc2-14d7b94115ae,10639,Accident,331.76,Closed,2022-05-19,17
ab4d25b6-32e0-4ae4-af59-25aeae00ed40,10419,Theft,1801.38,Paid,2025-01-30,25
f48a98c1-9499-4e16-84e8-92dd291feb92,10416,Theft,900.67,Paid,2024-08-19,37
9513dee1-7f3e-4052-b901-591cb39493bf,10603,Accident,617.14,Closed,2022-04-15,42
bdab00e1-394d-4469-94e2-20affb866a6f,10659,Accident,1437.18,In Review,2023-07-10,18
8333efa7-3a46-445e-a175-600468ce4740,10913,Medical,1354.93,Denied,2025-05-31,50
c241f666-7590-404e-8c75-46c122486e69,10234,Theft,1390.38,Paid,2024-12-28,9
8557baaa-8ae5-4dfe-88a2-a8083d1a3a0e,10317,Accident,824.76,In Review,2024-12-12,1
9c76a1d2-f320-464a-b808-575efb73816e,10023,Accident,139.73,Paid,2025-03-23,20
9c006799-1a9f-40c1-8dac-c177bdc18f3e,10933,Fire,1485.99,Paid,2023-11-27,25
e06401c0-640d-4d4f-9186-b0e7edb597a3,10467,Fire,387.15,Paid,2022-05-04,14
c36876d4-e5c7-4b38-a42d-ca5f67540016,10775,Medical,916.76,Paid,2025-05-31,34
e2904c9b-e777-4afc-9817-05ce275f251c,10001,Liability,943.09,Paid,2022-11-05,7
bb89028a-e4cf-46c8-a3bd-bfa13498abcf,10983,Theft,350.13,Denied,2021-09-22,43
1ee1cbe5-eded-4553-a587-7a74a2fd07f8,10955,Fire,1103.23,Denied,2024-08-12,39
1a955991-4a6f-4ad9-82b3-0acd1dae9561,10898,Liability,841.29,Paid,2023-03-19,44
304e42d3-d492-48db-82ca-67accb6e6f4d,10598,Theft,210.19,Paid,2025-05-11,22
f3faa0ce-9a9d-46d7-a515-1d03cab6d070,10191,Fire,169.97,In Review,2022-10-22,18
24a00316-377e-4d7a-acbc-bd86bcf80548,10477,Fire,251.46,In Review,2025-01-19,42
b4f3dad5-deec-4fbb-99b3-604e8efb931e,10255,Fire,222.05,Paid,2025-04-05,34
d6c61cf9-1228-4cac-8953-5797155a08b1,10362,Accident,1196.06,Closed,2022-12-20,39
146b685e-22e8-4e1f-8722-8ea86b74de36,10170,Medical,1096.86,In Review,2025-03-26,44
c74162ff-5a01-4003-a84a-b96cccd01534,10526,Accident,653.77,In Review,2025-04-27,42
ab5b9529-9d98-43f1-bab5-6f0e14d6b5bf,10810,Medical,429.48,Open,2025-02-15,17
491ef285-8ae0-4f89-9237-187ef3f32b8e,10912,Medical,765.02,Paid,2023-06-29,48
72e39a48-dda0-4724-a08b-1806d4ee933e,10766,Theft,1512.21,Denied,2025-05-12,37
0fade9fb-cb60-46e7-ae0e-ac2107f0a454,10648,Accident,426.01,Paid,2025-01-26,46
153b9acd-fcc8-4b6e-9b32-4e2f303fd8ad,10138,Accident,2082.92,In Review,2025-03-26,41
6e5055e7-0249-4e06-b44e-1e6e54180be0,10589,Medical,182.19,Open,2023-12-13,43
4d97ee5c-de49-486e-8842-7fcf6eb14d5a,10736,Fire,1952.78,Denied,2025-05-20,11
98ae6f34-2899-40f9-970c-f4bab54a4511,10719,Liability,372.49,Paid,2024-03-11,7
0daf9569-6713-47e0-a7ba-f3a95899e093,10355,Medical,440.86,Paid,2025-06-08,17
60203360-a414-40a6-8a8c-5560d54f600c,10658,Liability,141.53,Closed,2024-04-06,12
f6323283-3be8-4fa7-8d00-70d4cd7eadc7,10860,Fire,380.41,In Review,2023-08-21,15
2f1e9297-4df5-40f3-b6ed-75495579fa6c,10205,Fire,1832.62,Paid,2024-06-11,20
1f78d303-0d0b-4e3b-8301-2b7cccd62358,10993,Medical,911.26,Closed,2025-04-24,22
c8ecaba0-b467-4d1c-953f-eb948d0dcff9,10025,Fire,186.2,Paid,2024-06-06,19
fd6340f0-ec64-42a1-a89f-ed7dd11273e4,10962,Medical,216.77,Closed,2024-06-22,31
2967f7df-5880-4169-b5e3-a6b5438d5487,10323,Theft,994.03,Closed,2024-06-07,38
47e82a00-f0ee-47a0-8ecd-1c28b42b622c,10826,Liability,2388.93,Open,2023-07-05,5
941452d2-8bbb-4038-b86d-0d44aedb09cc,10631,Medical,808.43,Closed,2025-06-06,33
dbccf5bf-9b13-4e0c-aa10-6bbe063e1ad0,10392,Theft,1069.58,Closed,2025-05-02,25
b2b586ec-e611-46be-ba9a-538e7dc5c302,10119,Liability,2116.84,Paid,2025-02-24,4
6b8d31f2-05cb-45d4-80f4-2793bfd9df36,10768,Accident,2429.86,Paid,2024-11-23,13
c0147b62-6b64-462a-9cc8-87cc9055c48a,10917,Fire,852.28,Paid,2025-03-30,37
a8bc13a8-8f1d-473e-8cc7-fb424152ea4f,10800,Medical,1422.73,Paid,2023-05-18,46
72b4b4fd-fd2f-4fdb-9054-1d27e154ccf7,10715,Accident,894.04,Closed,2023-01-20,32
5069aab3-0fbb-4963-8cd2-c3f982cb6bce,10222,Fire,1128.57,In Review,2022-09-03,12
7959dd84-ce54-4779-9de2-d65ae66e3dc5,10755,Fire,330.79,In Review,2022-10-18,1
8b402051-4140-460b-949f-64051e6ceeb9,10689,Medical,1550.63,Paid,2022-08-22,49
7892b514-7ea7-44e6-99b0-78e0b408a757,10705,Accident,220.24,Denied,2025-06-07,11
9a4595ac-3e05-4efa-8d3c-fec9495ba823,10973,Medical,1417.04,Closed,2023-11-06,50
7139cfb8-9263-4f73-8bf9-dcdf859d0c58,10338,Theft,395.25,Paid,2025-05-10,28
47c5a2e6-38a6-43c2-afe8-825b0f09b21b,10802,Medical,536.11,Paid,2021-03-17,31
8bead1f4-85c0-41a5-9035-798ed120e1bb,10353,Medical,1516.2,Paid,2021-02-09,35
e15645e6-ae77-48ec-9816-b3141a85766c,10503,Accident,815.12,In Review,2024-02-09,1
634ee587-7aae-441f-8b2a-9ed07a0efed3,10194,Fire,1889.05,Closed,2022-02-27,34
4afc64ab-b69f-4a1f-a462-deb8860e814b,10579,Accident,469.4,Paid,2025-04-10,1
85c99b78-bff3-401f-b545-e2f1953f2b0f,10349,Accident,134.98,Paid,2025-05-05,23
86ebf92c-be15-4bbb-8be5-132c3ebcf213,10506,Fire,261.3,Paid,2023-04-11,25
961f6311-bf06-4b16-a12a-5e418da22c55,10693,Liability,330.58,Denied,2021-04-18,11
722495e0-9631-47f0-bfd9-8cfac658e111,10449,Theft,1203.34,Closed,2024-04-21,20
65838653-ccfc-4946-b903-80b3db58533e,10207,Fire,93.17,Paid,2022-06-05,34
271e2f2b-f997-44b5-a697-c40d08aded09,10139,Liability,1100.71,Denied,2025-04-11,28
6cb00d85-5442-4261-9c17-0f38d2dca805,10831,Accident,481.5,Paid,2025-03-12,32
01306040-c289-41f4-a912-a461e52a00c3,10916,Fire,402.59,Closed,2024-11-11,11
bb106ba8-f38c-4bbe-b170-cf6a9e7796c8,10208,Medical,1602.47,Paid,2025-05-17,15
e046a8b2-244c-4972-ae60-4864bc3fe57d,10162,Accident,1307.72,Paid,2023-11-16,2
530f38cd-02ab-4fc9-af60-46e479229d6d,10527,Liability,1350.68,Denied,2025-05-16,8
48687dca-5fb1-4e9e-ad38-d7eadb72a0e0,10620,Fire,669.26,In Review,2024-05-22,3
cb4174ea-0f13-4a4f-bd1b-07b9ac728d42,10406,Medical,959.97,Closed,2020-08-17,17
0a913287-64f8-438c-9826-dbe5e541ceb3,10035,Liability,2175.94,In Review,2025-03-22,39
a86b37b9-d57b-44c8-bcbe-529c774f37ef,10121,Theft,1901.76,In Review,2025-06-09,42
98076a4d-227d-456e-acb3-231906b44709,10872,Theft,390.57,Paid,2024-05-19,8
0c571bb1-d33a-4133-8fff-6c473db27452,10929,Medical,1569.65,Paid,2021-04-21,8
992b49ef-4c3c-4403-861b-2abd2e59870e,10661,Liability,524.71,Paid,2025-05-22,45
071d27bb-3cb0-489f-9a91-1eeedabf4d02,10022,Accident,497.04,Paid,2021-02-07,44
68c72a47-d0ca-4da7-a4f9-06f451c51c05,10095,Theft,781.08,Paid,2022-06-27,43
a14a5de4-d75d-4e9c-804f-6e6723db0d5c,10477,Theft,361.89,In Review,2023-08-14,18
68e7d297-d1b6-41ac-b265-435c1aa065e9,10765,Liability,97.15,In Review,2022-10-13,9
4abddbc1-4512-4e98-b928-b167daaa8ca6,10454,Medical,292.3,Closed,2024-09-11,7
f6125069-9cd4-4c17-998a-d64d5d93eb40,10825,Liability,1167.31,In Review,2025-05-02,8
7f83ea54-5467-46cc-b462-10a84634d360,10930,Fire,392.1,Paid,2025-02-27,7
5d8c846c-3924-46f8-a95d-9e853acc2766,10634,Medical,361.85,Paid,2024-01-05,13
470ec8a3-ca50-4f57-9ace-66b144f985cc,10259,Fire,1664.87,Closed,2022-08-23,13
592f2c43-e436-4dbd-aee4-a7d41fd79593,10600,Fire,168.74,In Review,2023-10-21,19
4e80cdf2-75e0-43d0-9552-9a8c534c1596,10399,Accident,1597.35,Paid,2025-05-12,32
b26bba9d-f1b2-4017-9d01-b7399154e04d,10633,Accident,901.28,In Review,2025-05-11,31
a0d00ba1-2d73-4962-8a69-ac2c6536aa4e,10050,Fire,183.14,Paid,2024-03-29,1
f7ed47c8-d4e3-494e-8144-d54edc5cc30d,10027,Theft,117.17,Open,2024-06-09,37
b46e83e6-fccf-44db-b7b4-9c088a57814a,10943,Medical,1131.96,Paid,2024-02-10,6
f775bb63-08e0-4c0e-9391-06c8cb8bda03,10898,Liability,1088.21,Paid,2023-11-03,47
fc80a371-265e-4a19-b6d8-c8f772ea2123,10616,Theft,1002.0,Open,2024-01-23,42
af2316e2-1486-42c3-a4af-c86be2fefdcf,10264,Accident,848.63,Paid,2023-09-25,19
24e41ff4-a94e-47bc-8af6-6ca5b23acf29,10435,Fire,74.77,Paid,2023-11-16,7
b38d013d-2b9d-4731-869d-7158d2fddc17,10783,Accident,158.12,Closed,2021-07-22,19
d4d9e216-57f0-479d-8ab0-9b719f5baaee,10441,Fire,286.81,Closed,2025-04-06,21
b0bdbebb-bbb3-42bc-a3d9-874790731595,10771,Medical,533.11,In Review,2022-10-18,7
8ec16c59-3a5d-405b-ba10-062d0d2c71c1,10253,Theft,1158.87,Paid,2024-09-20,9
a27d45bd-a62c-45e8-87d6-3f6683143666,10534,Accident,1408.21,Paid,2022-03-11,29
55d82c38-f8d3-45e9-9f1d-0abecde3f65a,10504,Liability,995.75,Paid,2023-01-18,47
71a0068c-fb50-4604-bd3d-74b5e5fda7d4,10891,Theft,1153.5,Paid,2025-02-01,22
271dc29e-d49a-48ef-a065-1a634b7d64fa,10195,Accident,297.56,Paid,2022-11-18,26
bc95d81b-0a86-44ab-b14a-61b07eafe86d,10484,Medical,907.64,Paid,2024-11-06,25
490dacae-1b30-4597-9f32-d173276b281b,10263,Medical,469.11,Closed,2024-07-26,42
0d395e3b-8b69-4591-a22f-e840dca01428,10479,Accident,2910.74,Paid,2024-01-03,45
fba6e5e2-8278-4d50-bdc9-3604aec5d69d,10772,Theft,1541.64,Open,2023-10-08,11
e71b8410-eff6-4194-84d4-0b8c50182692,10262,Theft,2276.48,Paid,2024-11-04,38
fe46dd2e-f3a7-4390-aebc-7612cbbdbff0,10297,Medical,1189.83,Closed,2023-07-28,44
207b41d1-87d6-4c15-98cb-dcc489c10559,10979,Medical,850.2,Paid,2025-05-20,25
902b08bf-ae95-49df-990a-7b88f2476a67,10212,Fire,661.96,In Review,2024-08-05,44
fdeb8191-e508-49e5-8197-ee745754f9da,10804,Accident,1470.32,Paid,2024-10-25,32
f4aa462d-2c62-440f-96dc-bd07f0bab91f,10593,Theft,392.31,Closed,2025-01-11,29
015c2b47-c993-45fe-b617-d8032dbc4af4,10983,Theft,386.77,Paid,2022-12-28,42
b336fe77-0fb8-46ef-8e4c-2432d9032e77,10495,Fire,679.44,Paid,2024-01-14,44
88e7984a-c1ce-4ccd-b6e4-ac8ef7c473a1,10714,Liability,233.34,Closed,2024-11-20,37
1d9fa7e8-694f-4a82-a568-2351341dab82,10629,Liability,110.52,Paid,2021-04-04,43
71fea6f4-8807-4d50-b526-7b075cd54336,10402,Fire,2511.47,Denied,2024-09-03,45
24fe1249-e677-4aab-86b9-3c939dee5091,10692,Liability,976.73,Paid,2024-08-12,43
c6a8c958-08d8-437b-8314-5954322890e0,10978,Accident,102.9,Paid,2024-10-15,43
cef184fa-05a3-443e-be51-32125805dfe8,10572,Medical,1959.62,Paid,2023-01-18,36
e9fa5e9c-9c13-4c73-9ca0-bdf7a1a5ce0f,10775,Liability,909.39,Paid,2025-05-26,42
68db110c-1670-4905-80b7-bc82b44d9c73,10795,Accident,313.89,Denied,2022-10-14,31
14443a03-872c-40ed-9242-0e0987c4b59a,10606,Medical,1340.35,Closed,2024-01-08,5
9d00ee83-61f6-43b7-ba4e-c270cac6c400,10737,Medical,788.83,Paid,2025-03-29,22
be85be94-4f08-4523-bdae-daf664f910dd,10897,Fire,160.33,Paid,2022-11-18,15
110e29d8-2fd8-4a8f-8f9d-b28838064d3f,10822,Liability,83.5,In Review,2025-03-07,26
d1e5343c-1e1d-4ce1-856d-38405c83741c,10821,Accident,802.36,Paid,2023-09-27,29
e090980b-2b72-4558-abcf-e4420b4d5223,10235,Liability,108.66,Paid,2022-08-09,32
f151f385-2c5a-4694-b092-2812f01d663f,10382,Medical,1078.9,Paid,2023-01-10,32
b0a0175f-7b8d-4b1d-9fa7-4213aa94e89a,10661,Theft,715.24,Paid,2025-05-23,27
faaef69d-5cf7-4fee-84b4-4d116c0c5a5e,10489,Theft,1687.11,Denied,2021-10-04,1
0c913b6a-9087-4a9d-bb9a-8ed2236e19f2,10698,Theft,317.32,Closed,2024-11-25,40
ce765c2e-5de2-4d89-8364-bbbdfbe6ac44,10949,Fire,2308.34,Closed,2025-01-01,36
95a447c3-6edc-4224-a20b-f8c1efac19dd,10499,Accident,672.19,In Review,2025-04-13,30
31641ce0-360b-463b-b38b-666e163476d4,10814,Fire,2426.67,Paid,2022-07-30,4
8023d4bb-c9ec-4672-8960-da73235a4b10,10502,Accident,857.63,Closed,2024-05-01,22
b47c80d6-0474-41b5-a5b5-1a44739a6f3f,10960,Liability,1678.07,Closed,2024-02-01,39
629aa8f8-0021-4e5e-8379-6df78361a822,10568,Medical,1363.63,In Review,2025-02-10,24
a66bf062-b930-4e6c-bd11-493d47076a5e,10521,Medical,1657.66,Paid,2025-01-19,49
cfbc2405-0adc-430c-bce2-2ff069ac4fab,10464,Accident,277.51,Paid,2022-09-30,23
5796d56e-abfc-4688-a1ca-989cc6c7bfef,10708,Fire,1551.7,Denied,2023-04-22,24
fe553574-c034-4e5a-a50f-4724c30279a3,10280,Theft,515.63,Paid,2021-11-11,11
28474f3c-fb89-495d-ada9-1fdbda16a5ac,10774,Medical,1338.7,Paid,2024-04-05,46
363b5009-aebc-40b0-951c-10a0fbeabad4,10129,Medical,287.85,Paid,2024-08-10,40
96b2b9e6-73b1-49fa-ade9-a4a14c81d7ce,10230,Accident,1862.58,Paid,2022-10-01,26
bb6b3e7f-2eb3-4688-a2fa-3a2e9239a656,10452,Accident,1440.73,Paid,2025-01-03,13
e75f35bd-224d-4737-97b1-38412a26b77c,10978,Fire,271.54,Paid,2024-12-28,27
d4f75992-f1ef-4ff5-8555-4e177fa96bcb,10635,Theft,63.43,Open,2025-02-16,44
0f977cc1-f075-4b5a-ba8f-9ee699b2dde5,10596,Liability,921.13,Paid,2022-04-26,29
1b0b93a1-b147-4038-9726-3139188669ab,10441,Medical,248.02,In Review,2025-06-01,33
e010fe3d-454a-4acd-afcc-dbd9d0707cc4,10449,Accident,252.25,Open,2024-10-25,1
1108ccf9-d0c5-4367-8acd-041f5bf3d407,10873,Liability,829.68,In Review,2021-10-02,36
65fb5fd3-cd51-4425-a188-7da8a5864636,10209,Medical,53.02,Closed,2025-01-20,31
4e54104a-a90c-4ea2-80df-3e3d15ed77cc,10370,Liability,367.77,Closed,2024-07-31,12
2e234eb3-f214-4abd-9a7c-0776d7822c8f,10573,Liability,1308.22,Paid,2023-08-22,9
4a7625c8-1683-44c5-8c10-70b831cb6c2a,10513,Theft,1354.62,Paid,2024-04-24,39
8af7067e-fba7-4f47-8fdd-c8f9fa83aa6c,10890,Liability,924.99,Closed,2024-08-31,33
85443adb-adb5-4382-9673-5d73fb5c1608,10968,Medical,421.06,Paid,2025-04-30,39
450f0218-bccf-4847-a0ef-57ac1d9cb8dd,10444,Accident,365.14,Paid,2024-07-23,22
7abfa26f-70ec-4afd-b0a7-439b0277d002,10935,Fire,734.74,Paid,2022-05-10,9
6e888b75-f8c4-46da-a132-ebd0fe6bc8dd,10092,Accident,422.58,Paid,2024-02-17,45
80d6271e-6a82-496d-b660-ada85ad077dd,10288,Liability,1343.11,Paid,2021-09-22,45
89bcea40-880d-4469-8608-8ddebc62751d,10523,Liability,679.54,Closed,2024-02-19,46
2cffec22-6df8-4f25-b9b6-e7b1209aa1f8,10310,Liability,477.51,In Review,2021-03-02,13
8f89d371-0f2d-4be5-b300-3fc3ef10d216,10570,Accident,856.32,In Review,2024-11-08,19
c53958c4-4e33-4a25-a3a7-4dbcaaceaf88,10781,Fire,1405.15,Open,2024-08-15,9
7b3b8dbf-3508-4944-abe5-00cc52de0dfb,10306,Accident,1850.32,Denied,2024-07-25,45
c9751d92-fe8e-4edc-8cbd-996af88a0b93,10999,Fire,2223.22,In Review,2024-09-19,49
ae9dec6d-c3b6-4ee8-b6cd-3fbdf5bd8d6b,10793,Fire,1417.9,Denied,2025-02-01,38
adb6d2d0-ee26-4099-95da-e9cd8d2c3629,10483,Liability,474.41,Open,2023-11-05,46
be2a497d-ac68-4380-b9d0-c88ee2868fd7,10682,Medical,714.86,In Review,2024-09-18,35
7b2228ea-b8f4-4406-95fa-329d94233acf,10629,Fire,131.66,Closed,2024-08-20,28
15a67872-a2fe-4933-97ac-727ddbfc6ff8,10483,Theft,1254.16,Denied,2022-12-05,2
2c81ccba-6893-423d-ab6e-71ac6e120838,10058,Medical,621.69,Paid,2025-04-22,43
2ebf6b5a-0f68-47e6-8364-27adf17f400a,10514,Theft,2400.13,Paid,2024-02-25,49
c04daa8e-e8e3-43f4-81b5-ad520731aee2,10383,Accident,1966.13,Open,2025-03-16,44
6d8eddd1-a66e-470d-af8b-7fdd5174b2a8,10820,Fire,331.34,Paid,2023-11-17,4
8a9716bb-908a-4914-9a01-86fcba5f0605,10863,Fire,663.42,Paid,2025-05-07,35
517ca9a2-7521-44c9-82da-d365fd522bad,10145,Theft,713.47,Paid,2021-07-30,29
25bd4667-90d6-4e8c-bb20-3439e66b01ae,10170,Theft,1692.91,In Review,2025-05-18,44
480a7470-c9b9-4dda-86c9-4e29ec7ed39e,10531,Liability,249.74,Closed,2021-03-17,48
9db5ec4a-b8e0-4a75-a28e-684a066cacb9,10263,Liability,405.17,Paid,2025-04-01,33
59b5b009-0eb8-4355-afe9-4373dfb4bbf3,10695,Fire,164.02,In Review,2025-03-14,4
9e484e46-f2fc-4454-88ea-9faa7f936a2d,10771,Medical,144.2,Paid,2024-01-20,44
2297ad81-27c7-4259-8276-30c0801e78ea,10659,Fire,639.82,Open,2025-01-04,4
